"Game Title";"Console";"Year";"Genre";"Company";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Super Heroine Chronicle";"PlayStation Vita";2014;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Kamiwaza";"PS2";2006;"Action";"Acquire";0.0;0.0;0.05;0.05
"Rave Master";"Nintendo GameCube";2002;"Fighting";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"The Technomancer";"PS4";2016;"Role-Playing";"Focus Home Interactive";0.01;0.03;0.0;0.05
"Ben 10 Galactic Racing";"PlayStation Vita";2012;"Racing";"D3Publisher";0.02;0.02;0.0;0.05
"Kinnikuman Muscle Grand Prix Max";"PS2";2006;"Fighting";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Hotel for Dogs";"Nintendo Wii";2009;"Simulation";"505 Games";0.04;0.0;0.0;0.05
"Suzuki Super-Bikes II: Riding Challenge";"Nintendo DS";2008;"Racing";"Valcon Games";0.05;0.0;0.0;0.05
"Mirror's Edge Catalyst";"PC";2016;"Platform";"Electronic Arts";0.01;0.03;0.0;0.05
"Jim Henson's Muppets in Spy Muppets: License to Croak";"Gameboy Advanced";2003;"Action";"TDK Mediactive";0.04;0.01;0.0;0.05
"Medal of Honor: European Assault (weekly JP sales)";"PS2";2005;"Shooter";"Electronic Arts";0.0;0.0;0.05;0.05
"LEGO The Hobbit";"PC";2014;"Action";"Warner Bros. Interactive Entertainment";0.0;0.04;0.0;0.05
"Alias";"XBOX";2004;"Action";"Acclaim Entertainment";0.04;0.01;0.0;0.05
"Super Robot Taisen Neo";"Nintendo Wii";2009;"Strategy";"Namco Bandai Games";0.0;0.0;0.05;0.05
"PAC-MAN and the Ghostly Adventures";"Nintendo WiiU";2013;"Platform";"Namco Bandai Games";0.04;0.01;0.0;0.05
"ESPN International Winter Sports 2002";"Nintendo GameCube";2002;"Sports";"Konami Digital Entertainment";0.04;0.01;0.0;0.05
"Winter Sports 2011";"PS3";2011;"Sports";"DTP Entertainment";0.0;0.04;0.0;0.05
"OutRun 2006: Coast 2 Coast";"PS2";2006;"Racing";"Sega";0.02;0.01;0.01;0.05
"Blues Brothers 2000";"Nintendo 64";2000;"Platform";"Virgin Interactive";0.04;0.01;0.0;0.05
"Metal Max 2 Reloaded";"Nintendo DS";2011;"Role-Playing";"Unknown";0.0;0.0;0.05;0.05
"All Star Tennis 99";"Nintendo 64";1999;"Sports";"Ubisoft";0.04;0.01;0.0;0.05
"Hercules: The Legendary Journeys";"Nintendo 64";2000;"Role-Playing";"Titus";0.04;0.01;0.0;0.05
"Dual Heroes";"Nintendo 64";1997;"Fighting";"Hudson Soft";0.04;0.01;0.0;0.05
"Fighter Destiny 2";"Nintendo 64";1999;"Fighting";"Imagineer";0.04;0.01;0.0;0.05
"Chameleon Twist 2";"Nintendo 64";1998;"Platform";"Infogrames";0.04;0.01;0.0;0.05
"Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen";"Nintendo DS";2007;"Misc";"Spike";0.0;0.0;0.05;0.05
"PachiPara 14: Fuu to Kumo to Super Umi in Okinawa";"PS2";2007;"Misc";"Irem Software Engineering";0.0;0.0;0.05;0.05
"Winning Post World";"PS3";2009;"Sports";"Tecmo Koei";0.0;0.0;0.05;0.05
"Arx Fatalis";"XBOX";2003;"Role-Playing";"Mindscape";0.04;0.01;0.0;0.05
"Slam Dunk SD Heat Up!!";"Super Nintendo";1995;"Sports";"Namco Bandai Games";0.0;0.0;0.05;0.05
"My Body Coach";"Nintendo Wii";2009;"Sports";"Big Ben Interactive";0.0;0.04;0.0;0.05
"Steins;Gate 0";"PS4";2015;"Adventure";"PQube";0.0;0.0;0.05;0.05
"Adventure Time: Finn & Jake Investigations";"XBOX One";2015;"Action";"Little Orbit";0.02;0.02;0.0;0.05
"Dead in the Water";"PS";1999;"Action";"ASC Games";0.03;0.02;0.0;0.05
"Winning Post 7 2013";"PS3";2013;"Sports";"Tecmo Koei";0.0;0.0;0.05;0.05
"DiRT 2";"PC";2009;"Racing";"Codemasters";0.0;0.04;0.0;0.05
"Detective Conan: Prelude from the Past";"Nintendo DS";2012;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Dr. Seuss: Green Eggs and Ham";"Gameboy Advanced";2003;"Action";"NewKidCo";0.04;0.01;0.0;0.05
"Sea Monsters: A Prehistoric Adventure";"Nintendo Wii";2007;"Adventure";"Zushi Games";0.04;0.0;0.0;0.05
"Atelier Rorona: Alchemist of Arland";"PlayStation Vita";2013;"Role-Playing";"Nippon Ichi Software";0.0;0.0;0.05;0.05
"Guilty Gear Dust Strikers";"Nintendo DS";2006;"Fighting";"Majesco Entertainment";0.05;0.0;0.0;0.05
"Dark Summit";"Nintendo GameCube";2002;"Sports";"THQ";0.04;0.01;0.0;0.05
"Singularity";"PC";2010;"Shooter";"Mastertronic";0.0;0.04;0.0;0.05
"Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!";"Nintendo DS";2010;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"George of the Jungle and the Search for the Secret";"Nintendo DS";2008;"Platform";"Ignition Entertainment";0.05;0.0;0.0;0.05
"Turbo Turtle Adventure";"Gameboy Advanced";2002;"Puzzle";"Majesco Entertainment";0.04;0.01;0.0;0.05
"Sengoku Basara 4: Sumeragi";"PS4";2015;"Action";"Capcom";0.0;0.0;0.05;0.05
"Warhammer 40,000: Dawn of War";"PC";2004;"Strategy";"THQ";0.01;0.03;0.0;0.05
"Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases";"PSP";2006;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu";"Super Nintendo";1994;"Misc";"Vap";0.0;0.0;0.05;0.05
"Corpse Party: Blood Covered - Repeated Fear";"PSP";2010;"Adventure";"5pb";0.0;0.0;0.05;0.05
"The Lost Treasures of Alexandria";"Nintendo DS";2011;"Puzzle";"Unknown";0.0;0.04;0.0;0.05
"Chronicles of the Sword";"PS";1996;"Adventure";"Psygnosis";0.03;0.02;0.0;0.05
"Hail to the Chimp";"PS3";2008;"Misc";"Gamecock";0.05;0.0;0.0;0.05
"The Lost Vikings";"Gameboy Advanced";2003;"Puzzle";"Activision";0.04;0.01;0.0;0.05
"Keiba Eight Special";"Super Nintendo";1993;"Sports";"Misawa";0.0;0.0;0.05;0.05
"Yaiba: Ninja Gaiden Z";"XBOX 360";2014;"Action";"Tecmo Koei";0.03;0.02;0.0;0.05
"Harukanaru Toki no Naka de 3";"PS2";2004;"Adventure";"Tecmo Koei";0.0;0.0;0.05;0.05
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.";"Nintendo GameCube";2005;"Platform";"Global Star";0.04;0.01;0.0;0.05
"Need for Speed Carbon";"PC";2006;"Racing";"Electronic Arts";0.0;0.04;0.0;0.05
"Reel Fishing: The Great Outdoors";"PSP";2006;"Sports";"Natsume";0.05;0.0;0.0;0.05
"Assassin's Creed: Altair's Chronicles";"Nintendo DS";2008;"Platform";"Ubisoft";0.03;0.01;0.0;0.05
"Pirates vs Ninja Dodgeball";"Nintendo Wii";2009;"Sports";"SouthPeak Games";0.05;0.0;0.0;0.05
"Guild 01";"Nintendo 3DS";2012;"Action";"Level 5";0.0;0.0;0.05;0.05
"Nike+ Kinect Training";"XBOX 360";2012;"Sports";"Microsoft Game Studios";0.02;0.02;0.0;0.05
"Durarara!! 3-way Standoff";"PSP";2010;"Adventure";"ASCII Media Works";0.0;0.0;0.05;0.05
"Ty the Tasmanian Tiger 3: Night of the Quinkan";"Gameboy Advanced";2005;"Action";"Zoo Digital Publishing";0.04;0.01;0.0;0.05
"Cartoon Network Racing";"Nintendo DS";2006;"Action";"Game Factory";0.04;0.0;0.0;0.05
"Tokimeki Memorial Girl's Side 2nd Kiss";"PS2";2006;"Adventure";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Fushigi no Dungeon: Fuurai no Shiren 3 Portable";"PSP";2010;"Role-Playing";"Spike";0.0;0.0;0.05;0.05
"Active Life: Magical Carnival";"Nintendo Wii";2011;"Misc";"Namco Bandai Games";0.04;0.01;0.0;0.05
"Hokuto no Ken";"PS2";2007;"Fighting";"Sega";0.0;0.0;0.05;0.05
"Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)";"Nintendo DS";2006;"Misc";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Stretch Panic";"PS2";2001;"Platform";"Midas Interactive Entertainment";0.02;0.02;0.0;0.05
"Empire Earth";"PC";2001;"Strategy";"Vivendi Games";0.0;0.04;0.0;0.05
"Chousoku Henkei Gyrozetter: Albatross no Tsubasa";"Nintendo 3DS";2013;"Role-Playing";"Square Enix";0.0;0.0;0.05;0.05
"Baku Baku";"Sega Saturn";1995;"Puzzle";"Sega";0.0;0.0;0.05;0.05
"Pro Cycling Manager 2016";"PS4";2016;"Sports";"Focus Home Interactive";0.0;0.04;0.0;0.05
"SD Gundam: Over Galaxian";"PS";1996;"Shooter";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Rogue Ops";"Nintendo GameCube";2003;"Action";"Kemco";0.04;0.01;0.0;0.05
"Smart Kid's Party Fun Pak";"Nintendo DS";2008;"Misc";"UFO Interactive";0.05;0.0;0.0;0.05
"MXGP 2";"XBOX One";2016;"Racing";"Milestone S.r.l.";0.02;0.02;0.0;0.05
"Virtua Tennis 3";"XBOX 360";2007;"Sports";"Sega";0.03;0.02;0.0;0.05
"BeatMania IIDX 3rd Style";"PS2";2000;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Yu-Gi-Oh! World Championship 2007";"Nintendo DS";2007;"Strategy";"Konami Digital Entertainment";0.0;0.01;0.04;0.05
"Hummer Badlands";"PS2";2006;"Racing";"Global Star";0.02;0.02;0.0;0.05
"Freelancer";"PC";2003;"Simulation";"Microsoft Game Studios";0.02;0.02;0.0;0.05
"Woody Woodpecker: Escape from Buzz Buzzard Park";"PS2";2001;"Platform";"DreamCatcher Interactive";0.02;0.02;0.0;0.05
"Operation Flashpoint: Dragon Rising";"PC";2009;"Shooter";"Codemasters";0.01;0.03;0.0;0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o";"PS2";2007;"Adventure";"505 Games";0.0;0.0;0.05;0.05
"Furu Furu Park";"Nintendo Wii";2007;"Misc";"Taito";0.05;0.0;0.0;0.05
"Monster Band";"Nintendo DS";2008;"Misc";"Tivola";0.04;0.0;0.0;0.05
"Alter Echo";"XBOX";2003;"Shooter";"THQ";0.04;0.01;0.0;0.05
"BeatMania IIDX 4th Style: New Songs Collection";"PS2";2001;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore";"Nintendo DS";2008;"Misc";"Benesse";0.0;0.0;0.05;0.05
"G1 Grand Prix";"Nintendo 3DS";2012;"Action";"Genki";0.0;0.0;0.05;0.05
"LEGO Indiana Jones 2: The Adventure Continues";"PC";2009;"Action";"Activision";0.02;0.03;0.0;0.05
"QUIZ PARTY";"Nintendo Wii";2012;"Misc";"Nintendo";0.0;0.05;0.0;0.05
"MTX Mototrax";"PSP";2006;"Racing";"Activision";0.04;0.0;0.0;0.05
"Around the World in 80 Days";"Gameboy Advanced";2004;"Action";"Hip Interactive";0.03;0.01;0.0;0.05
"Houkago Shounen";"Nintendo DS";2008;"Misc";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"The Grim Adventures of Billy & Mandy";"Nintendo Wii";2006;"Action";"Midway Games";0.04;0.0;0.0;0.05
"Classic Dungeon X2";"PSP";2011;"Role-Playing";"Nippon Ichi Software";0.0;0.0;0.05;0.05
"Whirl Tour";"Nintendo GameCube";2002;"Sports";"Vivendi Games";0.04;0.01;0.0;0.05
"Sesame Street: Cookie's Counting Carnival";"PC";2010;"Misc";"Warner Bros. Interactive Entertainment";0.05;0.0;0.0;0.05
"Pinball Tycoon";"Gameboy Advanced";2002;"Misc";"Ignition Entertainment";0.03;0.01;0.0;0.05
"Major League Baseball 2K11";"PS2";2011;"Sports";"Take-Two Interactive";0.02;0.02;0.0;0.05
"Cartoon Network Block Party";"Gameboy Advanced";2004;"Misc";"Majesco Entertainment";0.03;0.01;0.0;0.05
"Power Spike Pro Beach Volleyball";"PS";2000;"Sports";"Infogrames";0.03;0.02;0.0;0.05
"White Album: Tsuzurareru Fuyu no Omoide";"PS3";2010;"Adventure";"Aqua Plus";0.0;0.0;0.05;0.05
"Harukanaru Toki no Naka de: Yumenoukihashi";"Nintendo DS";2008;"Adventure";"Tecmo Koei";0.0;0.0;0.05;0.05
"Shinseiki Evangelion- Eva: Yukai na Nakama Tachi";"PS";1998;"Misc";"Gainax Network Systems";0.0;0.0;0.05;0.05
"SD Gundam: Scad Hammers";"Nintendo Wii";2006;"Strategy";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Spitfire Heroes: Tales of the Royal Air Force";"Nintendo DS";2008;"Simulation";"Destineer";0.05;0.0;0.0;0.05
"Super Bust-A-Move";"Gameboy Advanced";2001;"Puzzle";"Ubisoft";0.03;0.01;0.0;0.05
"TNA iMPACT: Cross the Line";"Nintendo DS";2010;"Fighting";"SouthPeak Games";0.05;0.0;0.0;0.05
"Adventure Time: Explore the Dungeon Because I Don't Know!";"PS3";2013;"Action";"D3Publisher";0.02;0.02;0.0;0.05
"ZooCube";"Gameboy Advanced";2002;"Puzzle";"Acclaim Entertainment";0.03;0.01;0.0;0.05
"Stunt GP";"PS2";2001;"Racing";"Titus";0.02;0.02;0.0;0.05
"Wicked Monster Blast!";"Nintendo Wii";2011;"Shooter";"PQube";0.04;0.0;0.0;0.05
"NBA 2K";"Sega Dreamcast";1999;"Sports";"Sega";0.0;0.0;0.05;0.05
"D.Gray-man: Kami no Shitotachi";"Nintendo DS";2007;"Adventure";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Bladestorm: Nightmare";"XBOX One";2015;"Action";"Tecmo Koei";0.03;0.02;0.0;0.05
"Strikers 1945";"Sega Saturn";1996;"Shooter";"Atlus";0.0;0.0;0.05;0.05
"World Series of Poker";"Nintendo GameCube";2005;"Misc";"Activision Value";0.04;0.01;0.0;0.05
"Jikkyou Oshaberi Parodius";"Super Nintendo";1995;"Shooter";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Super Jinsei Game 2";"Super Nintendo";1995;"Misc";"Takara";0.0;0.0;0.05;0.05
"Winter Sports 3: The Great Tournament";"Nintendo Wii";2010;"Sports";"Tradewest";0.02;0.02;0.0;0.05
"J-League Winning Eleven 2010: Club Championship";"PS2";2010;"Sports";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Johnny Bazookatone";"PS";1995;"Platform";"U.S. Gold";0.03;0.02;0.0;0.05
"Beastly Frantic Foto";"Nintendo DS";2011;"Puzzle";"Storm City Games";0.04;0.0;0.0;0.05
"Neverland Card Battles";"PSP";2008;"Role-Playing";"Idea Factory";0.04;0.0;0.0;0.05
"Need for Speed Underground";"PC";2003;"Racing";"Electronic Arts";0.0;0.04;0.0;0.05
"Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land";"Nintendo 3DS";2015;"Action";"Alchemist";0.0;0.0;0.05;0.05
"Reign of Fire";"Gameboy Advanced";2002;"Shooter";"BAM! Entertainment";0.03;0.01;0.0;0.05
"Worms Reloaded";"PC";2010;"Strategy";"Team17 Software";0.0;0.04;0.0;0.05
"StarCraft";"PC";1998;"Strategy";"Activision";0.0;0.04;0.0;0.05
"Koihime Musou";"PS2";2008;"Adventure";"Yeti";0.0;0.0;0.05;0.05
"Nicktoons: Attack of the Toybots";"Nintendo DS";2007;"Platform";"THQ";0.04;0.0;0.0;0.05
"NBA 2K17";"PS3";2016;"Sports";"Take-Two Interactive";0.03;0.01;0.0;0.05
"Blazing Souls: Accelate";"PSP";2009;"Role-Playing";"Idea Factory";0.04;0.0;0.01;0.05
"Ms Saga: A New Dawn";"PS2";2005;"Role-Playing";"Namco Bandai Games";0.02;0.02;0.0;0.05
"Kekkon Zenya";"Sega Saturn";1995;"Adventure";"Shogakukan";0.0;0.0;0.05;0.05
"Finny the Fish & the Seven Waters";"PS2";2004;"Sports";"Sony Computer Entertainment";0.02;0.02;0.0;0.05
"Barnyard";"Gameboy Advanced";2006;"Action";"THQ";0.03;0.01;0.0;0.05
"Next Generation of Chaos";"PS2";2002;"Role-Playing";"Idea Factory";0.0;0.0;0.05;0.05
"Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku";"Nintendo DS";2008;"Misc";"Takara Tomy";0.0;0.0;0.05;0.05
"GrimGrimoire";"PS2";2007;"Strategy";"Tecmo Koei";0.01;0.01;0.03;0.05
"J-League '96 Dream Stadium";"Super Nintendo";1996;"Sports";"Hudson Soft";0.0;0.0;0.05;0.05
"Capcom vs. SNK: Millennium Fight 2000 Pro";"Sega Dreamcast";2001;"Fighting";"Capcom";0.0;0.0;0.05;0.05
"Golden Axe: The Duel";"Sega Saturn";1994;"Fighting";"Sega";0.0;0.0;0.05;0.05
"Crime Life: Gang Wars";"XBOX";2005;"Action";"Konami Digital Entertainment";0.04;0.01;0.0;0.05
"Tokimeki Memorial: Girls Side 1st Love";"Nintendo DS";2007;"Adventure";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Putty Squad";"PlayStation Vita";2013;"Platform";"System 3";0.02;0.02;0.0;0.05
"Rugby 2005";"XBOX";2005;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Rock 'N Roll Racing";"Gameboy Advanced";2003;"Racing";"Activision";0.03;0.01;0.0;0.05
"Taito Legends";"XBOX";2005;"Misc";"Empire Interactive";0.04;0.01;0.0;0.05
"Far Cry";"PC";2004;"Shooter";"Ubisoft";0.0;0.04;0.0;0.05
"Silhouette Mirage";"PS";1998;"Platform";"ESP";0.03;0.02;0.0;0.05
"Dynasty Warriors Vol. 2";"PSP";2006;"Action";"Tecmo Koei";0.04;0.0;0.0;0.05
"Treasure Report: Kikai Jikake no Isan";"Nintendo DS";2011;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Growlanser VI: Precarious World";"PS2";2007;"Role-Playing";"Atlus";0.0;0.0;0.05;0.05
"Block Kuzushi";"Super Nintendo";1995;"Puzzle";"Pow";0.0;0.0;0.05;0.05
"Boing! Docomodake DS";"Nintendo DS";2007;"Puzzle";"Ignition Entertainment";0.04;0.0;0.0;0.05
"American Bass Challenge";"Gameboy Advanced";2001;"Sports";"Starfish";0.03;0.01;0.0;0.05
"American Chopper 2: Full Throttle";"Nintendo GameCube";2005;"Racing";"Activision";0.04;0.01;0.0;0.05
"Secret Service";"XBOX 360";2008;"Action";"Activision Value";0.04;0.0;0.0;0.05
"Sword Art Online: Game Director's Edition";"PS4";2015;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Ultimate Ghosts 'n Goblins (JP sales)";"PSP";2006;"Platform";"Capcom";0.0;0.0;0.05;0.05
"Rugby 06";"PS2";2006;"Sports";"Electronic Arts";0.02;0.02;0.0;0.05
"Fatal Frame II: Crimson Butterfly Director's Cut";"XBOX";2004;"Action";"Microsoft Game Studios";0.04;0.01;0.0;0.05
"Deadliest Catch: Alaskan Storm";"XBOX 360";2008;"Sports";"Navarre Corp";0.04;0.0;0.0;0.05
"2002 FIFA World Cup";"Nintendo GameCube";2002;"Sports";"Electronic Arts";0.04;0.01;0.0;0.05
"Colin McRae Rally 2005";"XBOX";2004;"Racing";"Codemasters";0.04;0.01;0.0;0.05
"Kamen Rider: Battride War Genesis";"PlayStation Vita";2016;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Venus & Braves: Majo to Megami to Horobi no Yogen";"PSP";2011;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Ship Simulator Extremes";"PC";2010;"Simulation";"Paradox Interactive";0.0;0.04;0.0;0.05
"Zoop";"PS";1995;"Puzzle";"MediaQuest";0.03;0.02;0.0;0.05
"Powerful Golf";"Nintendo DS";2011;"Sports";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Saiyuki: Journey West";"PS";1999;"Strategy";"Tecmo Koei";0.03;0.02;0.0;0.05
"Detective Conan: Marionette Symphony";"Nintendo 3DS";2013;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"FIFA Soccer 10";"PC";2009;"Sports";"Electronic Arts";0.0;0.04;0.0;0.05
"Amnesia Crowd";"PSP";2013;"Misc";"Idea Factory";0.0;0.0;0.05;0.05
"American Chopper 2: Full Throttle";"XBOX";2005;"Racing";"Zoo Digital Publishing";0.04;0.01;0.0;0.05
"Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2";"PS2";2008;"Misc";"Hackberry";0.0;0.0;0.05;0.05
"Ribbit King";"Nintendo GameCube";2003;"Sports";"Atari";0.04;0.01;0.0;0.05
"VR Soccer '96";"PS";1996;"Sports";"Gremlin Interactive Ltd";0.03;0.02;0.0;0.05
"Smash Court Tennis 3";"PSP";2007;"Sports";"Namco Bandai Games";0.01;0.01;0.01;0.05
"Diabolik Lovers";"PSP";2012;"Adventure";"Idea Factory";0.0;0.0;0.05;0.05
"Shugo Chara! 3-tsu no Tamagoto Koisuru Joker";"Nintendo DS";2008;"Action";"Konami Digital Entertainment";0.0;0.0;0.05;0.05
"Summoner: A Goddess Reborn";"Nintendo GameCube";2003;"Role-Playing";"THQ";0.04;0.01;0.0;0.05
"Saints Row: Gat out of Hell";"PS4";2015;"Action";"Deep Silver";0.0;0.04;0.0;0.05
"Rock of the Dead";"PS3";2010;"Shooter";"Conspiracy Entertainment";0.04;0.0;0.0;0.05
"The Sims";"PC";2000;"Simulation";"Electronic Arts";0.01;0.03;0.0;0.05
"Wasteland 2";"XBOX One";2015;"Role-Playing";"Deep Silver";0.04;0.01;0.0;0.05
"Cesar Millan's Dog Whisperer";"Nintendo DS";2008;"Simulation";"Ubisoft";0.04;0.0;0.0;0.05
"E.X. Troopers";"PS3";2012;"Shooter";"Capcom";0.0;0.0;0.05;0.05
"Kiniro no Corda 2 Encore";"PS2";2007;"Role-Playing";"Tecmo Koei";0.0;0.0;0.05;0.05
"Jewel Quest Mysteries";"Nintendo DS";2009;"Puzzle";"Astragon";0.03;0.01;0.0;0.05
"Moon";"Nintendo DS";2009;"Adventure";"Mastiff";0.04;0.0;0.0;0.05
"M&M's Adventure";"Nintendo DS";2008;"Adventure";"Zoo Digital Publishing";0.04;0.0;0.0;0.05
"ESPN Great Outdoor Games Bass 2002";"Gameboy Advanced";2001;"Sports";"Konami Digital Entertainment";0.03;0.01;0.0;0.05
"Soul Eater: Plot of Medusa";"Nintendo DS";2008;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Payday 2";"PC";2013;"Shooter";"505 Games";0.04;0.0;0.0;0.05
"Grand Ages: Medieval";"PC";2015;"Strategy";"Kalypso Media";0.0;0.04;0.0;0.05
"Handball 16";"PS3";2015;"Sports";"Bigben Interactive";0.0;0.04;0.0;0.05
"Gummy Bears Mini Golf";"Nintendo DS";2010;"Sports";"Storm City Games";0.04;0.0;0.0;0.05
"Company of Heroes";"PC";2006;"Strategy";"THQ";0.0;0.04;0.0;0.05
"Rock Band Country Track Pack 2";"XBOX 360";2011;"Misc";"MTV Games";0.04;0.0;0.0;0.05
"Color Cross";"Nintendo DS";2008;"Misc";"Rising Star Games";0.04;0.0;0.0;0.05
"Gaist Crusher";"Nintendo 3DS";2013;"Action";"Capcom";0.0;0.0;0.05;0.05
"Punch King";"Gameboy Advanced";2002;"Fighting";"Acclaim Entertainment";0.03;0.01;0.0;0.05
"Silent Hunter: Wolves of the Pacific";"PC";2007;"Simulation";"Ubisoft";0.0;0.04;0.0;0.05
"World Championship Pool 2004";"PS2";2004;"Sports";"Jaleco";0.02;0.02;0.0;0.05
"V-Rally 3";"Gameboy Advanced";2002;"Racing";"Atari";0.03;0.01;0.0;0.05
"The Dark Spire";"Nintendo DS";2008;"Role-Playing";"Success";0.04;0.0;0.0;0.05
"Kakuto Chojin";"XBOX";2002;"Fighting";"Microsoft Game Studios";0.04;0.01;0.0;0.05
"Beyond Oasis";"Sega Genesis";1993;"Role-Playing";"Sega";0.0;0.0;0.05;0.05
"Forza Motorsport 3: Ultimate Edition";"XBOX 360";2010;"Racing";"Microsoft Game Studios";0.0;0.04;0.0;0.05
"Robotech: Invasion";"XBOX";2004;"Shooter";"Global Star";0.04;0.01;0.0;0.05
"Wii de Asobu Chibi-Robo!";"Nintendo Wii";2009;"Adventure";"Nintendo";0.0;0.0;0.05;0.05
"Romance of the Three Kingdoms VI: Awakening of the Dragon";"PS";1998;"Strategy";"Tecmo Koei";0.03;0.02;0.0;0.05
"To Heart 2 DX Plus";"PS3";2011;"Adventure";"Aqua Plus";0.0;0.0;0.05;0.05
"Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu";"PSP";2011;"Adventure";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Naruto: Uzumaki Chronicles 2 (JP sales)";"PS2";2006;"Action";"Namco Bandai Games";0.0;0.0;0.05;0.05
"Frogger: Ancient Shadow";"Nintendo GameCube";2005;"Platform";"Konami Digital Entertainment";0.04;0.01;0.0;0.05
"Snoopy vs the Red Baron";"PSP";2006;"Adventure";"Namco Bandai Games";0.04;0.0;0.0;0.05
"Jonah Lomu Rugby Challenge";"PC";2011;"Sports";"Home Entertainment Suppliers";0.0;0.04;0.0;0.05
"Pet Vet: Down Under";"Nintendo DS";2009;"Simulation";"Deep Silver";0.04;0.0;0.0;0.05
"World Series of Poker: Tournament of Champions 2007 Edition";"Nintendo Wii";2006;"Misc";"Activision";0.04;0.0;0.0;0.05
"National Geographic Challenge!";"PS3";2011;"Misc";"Black Bean Games";0.01;0.03;0.0;0.05
"Raze's Hell";"XBOX";2005;"Shooter";"Majesco Entertainment";0.04;0.01;0.0;0.05
"Rain (2013)";"PS3";2013;"Adventure";"Sony Computer Entertainment";0.0;0.0;0.05;0.05
"Billy the Wizard: Rocket Broomstick Racing";"Nintendo Wii";2007;"Racing";"Metro 3D";0.04;0.0;0.0;0.05
"Pool Party";"Nintendo Wii";2007;"Sports";"SouthPeak Games";0.04;0.0;0.0;0.05
"Microsoft Train Simulator";"PC";2001;"Simulation";"Microsoft Game Studios";0.0;0.04;0.0;0.05
"Shin Megami Tensei NINE";"XBOX";2002;"Role-Playing";"Atlus";0.0;0.0;0.05;0.05
"Magic Carpet";"PS";1995;"Shooter";"Electronic Arts";0.03;0.02;0.0;0.05
"Hoshigami: Ruining Blue Earth";"PS";2001;"Role-Playing";"Max Five";0.03;0.02;0.0;0.05
"GunPey DS";"Nintendo DS";2006;"Puzzle";"Atari";0.04;0.0;0.0;0.05
"Cabela's African Safari";"PSP";2006;"Sports";"Activision Value";0.04;0.0;0.0;0.05
"Wing Island";"Nintendo Wii";2006;"Simulation";"Konami Digital Entertainment";0.03;0.01;0.01;0.05
"Utawarerumono: Itsuwari no Kamen";"PS3";2015;"Adventure";"Aqua Plus";0.0;0.0;0.05;0.05
"Clever Kids: Creepy Crawlies";"Nintendo DS";2009;"Action";"Midas Interactive Entertainment";0.0;0.04;0.0;0.05
"Supreme Commander";"PC";2007;"Strategy";"THQ";0.0;0.04;0.0;0.05
"NightCaster II: Equinox";"XBOX";2002;"Action";"Jaleco";0.03;0.01;0.0;0.05
"F1 2015";"PC";2015;"Racing";"Codemasters";0.0;0.04;0.0;0.05
"SD Gundam G Generation World";"Nintendo Wii";2011;"Strategy";"Namco Bandai Games";0.0;0.0;0.05;0.05
